Data_Type,EMIS_Code,School_Name,District,Tehsil,Level,School_Status,Building_Illegal_Occupation,Teachers_Sanctioned,Teachers_Filled,Teachers_Present_Today,Teachers_Absent_Today,Total_Enrolled,Total_Present,Toilets_Total,Toilets_Functional,Boundary_Wall,Electricity,Drinking_Water,Cleanliness_Building,Notes,Monitoring_Date,Source_URL,Ghost_Risk_Score_Tier1,Tier,Confidence_Level,Priority,Infrastructure_Screening_Score,Qwen_Fraud_Flag,Qwen_Fraud_Reason
Real (Census),39120475,GGPS CHENNA KARAMALI,SAHIWAL,SAHIWAL,Primary,Functional,No,,,,,140.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39110165,GGES 64/12-L,SAHIWAL,CHICHAWATANI,Middle,Functional,No,,8.0,,,107.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39120117,GES 154/9-L,SAHIWAL,SAHIWAL,Middle,Functional,No,,9.0,,,246.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 4,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34520617,GES AMBALTAS,HAFIZABAD,PINDI BHATTIAN,Middle,Functional,No,,11.0,,,100.0,,3,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Complete Building Needs Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,8.33,False,
Real (Census),34520039,GGHS MADHORA KALAN,HAFIZABAD,PINDI BHATTIAN,High,Functional,No,,8.0,,,279.0,,7,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,7.14,False,
Real (Census),34520137,GES KOT KHUSHAL,HAFIZABAD,PINDI BHATTIAN,Middle,Functional,No,,6.0,,,155.0,,4,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,6.25,False,
Real (Census),34510043,GGES MURADIAN,HAFIZABAD,HAFIZABAD,Middle,Functional,No,,11.0,,,201.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34520543,GPS NAUTHEEN STATION,HAFIZABAD,PINDI BHATTIAN,Primary,Functional,No,,5.0,,,66.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),37140021,GGHS KOT CHAJI,ATTOCK,JAND,High,Functional,No,,13.0,,,391.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33221214,GGPS CHAK NO 259 PATOANA,JHANG,JHANG,Primary,Functional,No,,4.0,,,92.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34220031,GHS BHOTA,GUJRAT,KHARIAN,High,Functional,No,,18.0,,,344.0,,10,10,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),31120113,GGES CHAK NO. 200/M,BAHAWALNAGAR,CHISHTIAN,Middle,Functional,No,,11.0,,,253.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36430394,"GMPS 13/8-AR, P/O 20/8-R, TULAMBA",KHANEWAL,MIAN CHANNU,Primary,Functional,No,,10.0,,,313.0,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,dangerous_classrooms (source field): 1,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34110497,GPS DERA KULIAN,GUJRANWALA,GUJRANWALA SADAR,Primary,Functional,No,,3.0,,,105.0,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),32210064,GPS CHAK NO 447 TDA,LAYYAH,CHAUBARA,Primary,Functional,No,,4.0,,,80.0,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),33140491,GGHS CHAK 117 JB,FAISALABAD,FAISALABAD SADDAR,High,Functional,No,,20.0,,,868.0,,8,8,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),36420009,"GHS 93/10-R, KHANEWAL",KHANEWAL,KHANEWAL,High,Functional,No,,20.0,,,701.0,,10,10,Yes-Wholly,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 3,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),34510262,GES KARYALA,HAFIZABAD,HAFIZABAD,Middle,Functional,No,,7.0,,,185.0,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
Real (Census),39110150,GGHSS 21/11-L,SAHIWAL,CHICHAWATANI,H.Sec.,Functional,No,,10.0,,,336.0,,9,9,Yes-Wholly,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 4,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,0.0,False,
