Data_Type,EMIS_Code,School_Name,District,Tehsil,Level,School_Status,Building_Illegal_Occupation,Teachers_Sanctioned,Teachers_Filled,Teachers_Present_Today,Teachers_Absent_Today,Total_Enrolled,Total_Present,Toilets_Total,Toilets_Functional,Boundary_Wall,Electricity,Drinking_Water,Cleanliness_Building,Notes,Monitoring_Date,Source_URL,Ghost_Risk_Score_Tier1,Tier,Confidence_Level,Priority,Infrastructure_Screening_Score,Data_Risk_Reason,Qwen_Fraud_Flag,Qwen_Fraud_Reason,Latitude,Longitude,Percent_Built_Earliest,Percent_Built_Recent,Satellite_BuiltUp_Percent,Satellite_Density_Flag,Satellite_Risk_Reason,Final_GhostSchool_Reason,Satellite_Confidence
Real (PMIU Visit),35210798,GGES SHALIMAR TOWN (EX-MCL),LAHORE,SHALIMAR,Middle,Open,No,17.0,16.0,4.0,12.0,559.0,66.0,10,10,Yes-Wholly,Yes-Wholly,Yes-Wholly,Good,12 PST teachers of primary section were on examinations duty; 493 students were on examinations off.,25-03-2026,https://openpunjab.pesrp.edu.pk/schools/home/school_visit_detail/4259043/list/,27.66,1,High,Medium,,Low attendance (12%),False,No fraud indicators -- routine note,31.5870311,74.3821182,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the data analysis shows low attendance (12%). The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. This discrepancy is worth a follow-up review to determine whether the school is operating as reported.
Monitoring Notes: No fraud indicators detected in the inspection notes.",Village-Level
Real (PMIU Visit),35210011,GHS KARIM BLOCK ALLAMA IQBAL TOWN,LAHORE,MODEL TOWN,High,Open,No,58.0,37.0,32.0,5.0,1301.0,952.0,46,46,Yes-Wholly,Yes-Wholly,Yes-Wholly,Good,Official PMIU visit record; AEO visit date 30-10-2025.,17-11-2025,https://openpunjab.pesrp.edu.pk/schools/home/school_visit_detail/4128057,14.27,1,High,Low,,Low attendance (73%),False,No fraud indicators -- routine note,31.4729999,74.3108542,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the data analysis shows low attendance (73%). The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.
Monitoring Notes: No fraud indicators detected in the inspection notes.",Village-Level
Real (PMIU Visit),35210049,GHS GULBERG LAHORE CANTT (FATEH ABAD),LAHORE,CANTT,High,Open,No,37.0,25.0,20.0,5.0,874.0,616.0,14,8,Yes-Wholly,Yes-Wholly,Yes-Wholly,Good,06 of 14 toilets nonfunctional due to outer-side blockage; school ground reported muddy.,16-12-2025,https://openpunjab.pesrp.edu.pk/schools/home/school_visit_detail/4161960,20.52,1,High,Medium,,Low attendance (70%) and moderate toilet non-functionality (only 8 of 14 working),False,No fraud indicators -- routine note,31.5221005,74.3790353,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the data analysis shows low attendance (70%) and moderate toilet non-functionality (only 8 of 14 working). The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. This discrepancy is worth a follow-up review to determine whether the school is operating as reported.
Monitoring Notes: No fraud indicators detected in the inspection notes.",Village-Level
Real (PMIU Visit),35220493,GMMS SODIWAL PIND BAND ROAD LAHORE,LAHORE,CITY,Mosque School,Open,No,3.0,3.0,2.0,1.0,70.0,63.0,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Good,Masjid maktab school; MEA remarked school may be merged with nearby school or a new school established in this area,23-04-2025,https://openpunjab.pesrp.edu.pk/schools/home/school_visit_detail/4007670,13.0,1,High,Low,,Last monitoring visit over a year ago,False,No fraud indicators -- routine note,31.5831841,74.3184836,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the data analysis shows last monitoring visit over a year ago. The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.
Monitoring Notes: No fraud indicators detected in the inspection notes.",Village-Level
Real (PMIU Visit),35210020,GHS MUSLIM LAHORE CANTT,LAHORE,CANTT,High,Open,No,40.0,21.0,20.0,1.0,605.0,224.0,13,13,Yes-Wholly,Yes-Wholly,Yes-Wholly,Good,Enrollment/present figures in official form only itemised for class 10 (224) despite total enrollment 605 - likely incomplete class-wise reporting on the source form rather than true absenteeism,26-03-2025,https://openpunjab.pesrp.edu.pk/schools/home/school_visit_detail/3979264,31.27,1,High,Medium,,Low attendance (37%) and last monitoring visit over a year ago,False,No fraud indicators -- routine note,31.5221005,74.3790353,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the data analysis shows low attendance (37%) and last monitoring visit over a year ago. The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. This discrepancy is worth a follow-up review to determine whether the school is operating as reported.
Monitoring Notes: No fraud indicators detected in the inspection notes.",Village-Level
Real (PMIU Visit),36430098,GGES 50/15-L MIAN CHANNU,KHANEWAL,MIAN CHANNU,Middle,Open,No,13.0,8.0,8.0,0.0,480.0,444.0,14,14,Yes-Partially,Yes-Wholly,Yes-Wholly,Good,,15-12-2025,https://openpunjab.pesrp.edu.pk/schools/home/school_visit_detail/4158683,7.82,1,High,Low,,Only 8 of 13 sanctioned teacher posts filled,False,,30.4389367,72.3550547,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the data analysis shows only 8 of 13 sanctioned teacher posts filled. The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.",Village-Level
Real (PMIU Visit),37330556,GGPS MC MOHRI KAMBAL,RAWALPINDI,RAWALPINDI,Primary,Open,No,4.0,3.0,3.0,0.0,73.0,59.0,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Good,MEA noted headmistress name inconsistent between PMIU and SIS; NSB record not updated; class 3 roster not updated after promotions,04-11-2025,https://openpunjab.pesrp.edu.pk/schools/home/school_visit_detail/4114495,11.77,1,High,Low,,Attendance at only 81%,False,No fraud indicators -- administrative data note,33.6040754,73.0483807,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the data analysis shows attendance at only 81%. The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.
Monitoring Notes: No fraud indicators detected in the inspection notes.",Village-Level
Real (PMIU Visit),35220032,GHSS MOZANG LAHORE,LAHORE,CITY,H.Sec.,Open,No,43.0,22.0,15.0,7.0,402.0,149.0,15,11,Yes-Wholly,Yes-Wholly,Yes-Wholly,Good,Teacher on unauthorized long-term absence since June 2024 with no action taken; security guard falsely marked present; choukidar residing in school with family; 4 of 15 toilets nonfunctional; grades 11-12 had zero students present at visit,27-01-2025,https://openpunjab.pesrp.edu.pk/schools/home/school_visit_detail/3900174,45.32,1,High,High,,Low attendance (37%) and last monitoring visit over a year ago,True,"A - Falsified records / attendance: matched ""falsely marked present""",31.5831841,74.3184836,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the data analysis shows low attendance (37%) and last monitoring visit over a year ago. The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. Together with the fraud flag in the monitoring notes, this discrepancy is a significant red flag and warrants prompt investigation.
Monitoring Notes: Flagged for fraud — A - Falsified records / attendance (inspector notes mention ""falsely marked present"").",Village-Level
Real (PMIU Visit),35220064,GGHS PAK STANDARD SHAD BAGH LAHORE,LAHORE,CITY,High,Open,No,57.0,46.0,40.0,6.0,2094.0,349.0,20,20,Yes-Wholly,Yes-Wholly,Yes-Wholly,Good,"Most grades (ECE,prep,1,2,6,7,8,9,10) were on exam duty/off during visit, explaining low headcount; leave-record discrepancy noted for one transferred PST teacher",21-03-2025,https://openpunjab.pesrp.edu.pk/schools/home/school_visit_detail/3971996,35.96,1,High,Medium,,Low attendance (17%) and last monitoring visit over a year ago,False,No fraud indicators -- routine note,31.5831841,74.3184836,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the data analysis shows low attendance (17%) and last monitoring visit over a year ago. The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. This discrepancy is worth a follow-up review to determine whether the school is operating as reported.
Monitoring Notes: No fraud indicators detected in the inspection notes.",Village-Level
Real (PMIU Visit),37330117,GHS KHAYABAN-E-SIR SYED SECTOR 4-B,RAWALPINDI,RAWALPINDI,High,Open,No,30.0,24.0,20.0,4.0,899.0,519.0,14,14,Yes-Wholly,Yes-Wholly,Yes-Wholly,Good,Two PST teachers shown present on attendance register but not reflected in SIS system (one reportedly on dengue duty elsewhere) - register/SIS mismatch flag; NSB record not updated on SIS,27-10-2025,https://openpunjab.pesrp.edu.pk/schools/home/school_visit_detail/4108928,18.67,1,High,Low,,Low attendance (58%),False,No fraud indicators -- administrative data note,33.6040754,73.0483807,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the data analysis shows low attendance (58%). The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.
Monitoring Notes: No fraud indicators detected in the inspection notes.",Village-Level
